시장명,시장유형,위도,경도,점포수,공중화장실보유여부,주차장보유여부,개설연도
반송큰시장(반송2동시장),상설장,35.23111721,129.1562096,171,Y,Y,1970
반송골목시장,상설장,35.22429212,129.1503295,70,Y,Y,1974
반여시장,상설장,35.19770132,129.1334243,152,Y,N,1979
반여2동상가시장,상설장,35.19602122,129.129044,75,Y,N,2010
반여3동골목시장,상설장,35.19994225,129.1320557,55,Y,N,1975
우동종합상가시장,상설장,35.17067916,129.1388637,51,Y,Y,1978
재송시장,상설장,35.18658147,129.1236715,68,Y,Y,1982
재송한마음시장,상설장,35.18607852,129.1246024,67,Y,Y,2013
좌동재래시장,상설장,35.1730639,129.1744627,75,Y,Y,2005
해운대시장,상설장,35.16140447,129.1623121,108,Y,Y,1910
울산산업공구월드,상설장,35.53578321,129.342636,286,Y,Y,1998
(주)신정시장,상설장,35.54233666,129.310282,94,Y,N,1998
신정평화시장,상설장,35.5383388,129.3035418,57,Y,Y,2005
수암상가시장,상설장,35.52697941,129.3207648,83,Y,Y,2005
야음상가시장,상설장,35.52361147,129.3318662,60,Y,Y,2005
울산번개시장,상설장,35.52023662,129.3367723,96,Y,Y,2005
수암종합시장,상설장,35.52750443,129.3210053,54,Y,N,2005
남목마성시장,상설장,35.54272923,129.427385,125,Y,Y,1980
동울산종합시장,상설장,35.50883546,129.4254273,80,Y,Y,1983
홍천시장,상설장,37.69055321,127.8862016,98,Y,Y,2002
화천시장,상설장+5일장,38.10390585,127.7064275,99,Y,Y,1954
횡성시장,상설장+5일장,37.48980622,127.9866166,135,Y,Y,1980
모슬포중앙시장,상설장,33.22207249,126.2545119,63,Y,Y,1978
서귀포매일올레시장,상설장,33.25014646,126.5632316,225,Y,Y,1965
도남시장,상설장,33.49681229,126.5284042,89,Y,Y,1991
제주시서문공설시장,상설장,33.51134646,126.5179035,67,Y,Y,1954
제주동문수산시장,상설장,33.51206774,126.5249062,96,Y,Y,2005
제주시동문재래시장,상설장,33.5115942,126.5260281,330,Y,Y,2005
보성시장,상설장,33.50330684,126.5279351,55,Y,Y,1972
중앙로상점가,상설장,33.51010018,126.523959,120,Y,Y,2007
제주시동문공설시장,상설장,33.51208951,126.5282426,70,Y,Y,1954
동문시장(주),상설장,33.51279665,126.5283141,78,Y,N,1965
제주칠성로상점가(칠성로상점가),상설장,33.51402881,126.5261117,250,Y,Y,2005
신산시장,상설장,33.50606424,126.5419541,27,Y,Y,1992
한림매일시장,상설장,33.41565321,126.264774,57,Y,Y,2007
화북종합시장,상설장,33.52264949,126.5658711,22,Y,N,1992
독천5일시장,5일장,34.72458908,126.567118,34,Y,Y,1964
사거리시장,5일장,35.42767874,126.8072629,57,Y,Y,1964
황룡시장,5일장,35.2916867,126.7738864,120,Y,Y,1964
용산시장,5일장,34.61490646,126.9153126,7,Y,Y,1992
장평시장,5일장,34.77539717,126.9778669,11,Y,Y,1982
진도읍조금시장,5일장,34.48155399,126.25734,35,Y,Y,1964
월야시장,5일장,35.17926967,126.6267791,21,Y,Y,1981
해보시장,5일장,35.18105262,126.6025523,28,Y,Y,1943
좌일5일시장,5일장,34.46385571,126.6725613,1,Y,Y,1964
북평면남창5일시장,5일장,34.40453441,126.6267107,16,Y,Y,1964
우수영5일시장,5일장,34.5969017,126.311316,44,Y,Y,1964
송지산정5일시장,5일장,34.36966913,126.5191941,40,Y,Y,1967
화원5일시장,5일장,34.66949685,126.3282268,50,Y,Y,1964
남리5일시장,5일장,34.57533982,126.4324836,41,Y,Y,1964
능주전통시장,5일장,34.99091732,126.959364,45,Y,Y,1923
동복전통시장,5일장,35.07163148,127.1257557,20,N,N,1910
사평전통시장,5일장,35.00464044,127.0970498,52,Y,N,1964
화순고인돌전통시장,5일장,35.05909434,126.9833988,100,Y,Y,1964
대산전통시장,5일장,35.34010335,126.598984,67,Y,Y,1967
무장전통시장,5일장,35.41442783,126.560604,29,Y,Y,1965
상하전통시장,5일장,35.44409017,126.4917538,22,Y,Y,1974
해리전통시장,5일장,35.45865884,126.5422037,29,Y,Y,1965
흥덕전통시장,5일장,35.52058772,126.7002195,11,Y,Y,1965
남원인월시장,5일장,35.4615314,127.6020941,44,Y,Y,1965
동계시장,5일장,35.43954095,127.2398056,15,Y,Y,1931
순창시장,5일장,35.37187647,127.1450592,181,Y,Y,1965
여산시장,5일장,36.05898733,127.0836879,10,Y,Y,1963
강진시장,5일장,35.52906362,127.1610312,59,Y,Y,1965
관촌시장,5일장,35.67878053,127.2676801,40,Y,Y,1977
장계시장,5일장,35.72943479,127.5822739,39,Y,Y,1931
서면시장,5일장,35.89506107,129.0480446,17,Y,Y,1929
의흥시장,5일장,36.17425304,128.7163324,21,Y,Y,1954
문경전통시장,5일장,36.73554396,128.1074789,66,Y,Y,1965
풍산공설시장,5일장,36.57720568,128.5765756,35,Y,Y,1917
구담공설시장,5일장,36.54175207,128.4647059,70,Y,Y,1962
남정시장,5일장,36.28554787,129.3728791,20,Y,Y,1986
풍양시장,5일장,36.50926978,128.2998047,35,Y,Y,1928
척산시장,5일장,36.79693438,129.4512978,20,Y,N,1965
매화시장,5일장,36.90981035,129.3799154,12,N,Y,1965
봉양시장,5일장,36.29926111,128.5815386,44,Y,Y,1921
동곡공설시장,5일장,35.69205739,128.8910781,40,Y,Y,1930
이서공설시장,5일장,35.66270195,128.6664239,33,Y,Y,1948
청도공설시장,5일장,35.64394305,128.746038,115,Y,Y,1912
풍각공설시장,5일장,,,68,Y,Y,1925
부남시장,5일장,36.34650543,129.0644413,53,Y,Y,1921
화목시장,5일장,36.27534895,128.89736,15,Y,Y,1940
기계시장,5일장,36.06998685,129.2045022,8,Y,N,1923
진례전통시장,5일장,35.24867545,128.7489254,,Y,Y,1957
남면공설시장,5일장,34.770945,127.8853533,18,Y,Y,1961
무안시장(무안임시시장),5일장,35.47019254,128.6520424,18,Y,Y,1939
송백시장,5일장,35.58629962,128.8817037,5,Y,Y,1957
송지시장,5일장,35.39686406,128.8371964,55,Y,Y,1951
곤양종합시장,5일장,35.05653208,127.9633461,40,Y,Y,2020
완사시장,5일장,35.13122005,127.9763483,45,Y,Y,1997
단성시장,5일장,35.29792788,127.9580631,44,Y,Y,1914
생초시장,5일장,35.49243081,127.8360135,23,Y,Y,1952
덕산시장,5일장,35.2770275,127.8377507,30,Y,Y,1958
석계시장,5일장,35.41957782,129.0639378,62,Y,Y,1954
금곡시장,5일장,35.0907536,128.1862332,,Y,Y,1962
대곡시장,5일장,35.26370317,128.168562,9,Y,N,1962
문산시장,5일장,35.17046821,128.1691582,8,Y,Y,1934
새서부시장,5일장,35.19494636,128.0759288,166,Y,N,
남지시장,5일장,35.38911294,128.4824933,30,Y,Y,1956
영산시장,5일장,35.45704302,128.5325963,50,Y,Y,1957
마천시장,5일장,35.12557099,128.7822355,24,Y,Y,1958
웅천시장,5일장,35.11102245,128.7509028,,Y,Y,1958
대송농수산물시장,상설장,35.49947701,129.4212232,82,Y,Y,1991
월봉시장,상설장,35.4947887,129.4240572,143,Y,N,1980
염포시장(신전시장),상설장,35.53552337,129.3907463,37,Y,N,1985
호계공설시장,상설장+5일장,35.62361423,129.3557466,73,Y,Y,2000
화봉시장(화봉종합시장),상설장,35.5888166,129.3658234,48,Y,Y,1996
봉계공설시장,상설장+5일장,35.71338182,129.1991738,18,Y,Y,1941
언양종합상가시장,상설장,35.5637001,129.1256956,89,Y,Y,1984
언양알프스시장,상설장+5일장,35.5637023,129.1252897,173,Y,N,2011
덕신2차시장,상설장+5일장,35.42934746,129.3100214,23,Y,Y,1992
덕신1차시장,상설장+5일장,35.43524428,129.3093532,36,Y,N,1991
남창옹기종기시장,상설장+5일장,35.41669194,129.2827796,22,Y,Y,1916
덕하시장(덕하공설시장),상설장+5일장,35.49143644,129.3059918,57,Y,Y,1916
병영시장,상설장,35.57055602,129.3462842,74,Y,Y,1970
선우시장,상설장,35.57119003,129.3421705,64,Y,Y,1981
신울산종합시장,상설장,35.56123791,129.3373619,69,Y,Y,1984
성남프라자,상설장,35.55451452,129.3175561,131,Y,Y,1992
웰컴시티,상설장,35.5532821,129.319792,120,Y,Y,2021
중앙전통시장,상설장,35.55518019,129.3222945,302,Y,Y,1974
옥골시장,상설장,35.55523949,129.3229578,77,Y,N,2010
우정시장,상설장,35.5545231,129.3100695,100,Y,N,1976
우정전통시장,상설장+5일장,35.55396087,129.3107259,108,Y,N,2017
태화종합시장,상설장+5일장,35.55419984,129.307414,159,Y,Y,1982
울산시장,상설장,35.55546763,129.3284115,378,Y,Y,1997
구역전전통시장,상설장,35.55590905,129.3279501,48,Y,N,2011
구역전시장,상설장,35.55730008,129.3284203,65,Y,Y,1978
역전시장,상설장,35.55619602,129.3284877,52,Y,Y,1978
학성종합시장,상설장,35.55441933,129.3320409,32,Y,N,1983
중앙시장,상설장,37.75401611,128.8986236,276,Y,Y,1980
강릉성남시장,상설장,37.75344795,128.8992217,128,Y,Y,2008
강릉동부시장,상설장,37.7600498,128.9006624,147,Y,Y,1977
강릉서부시장,상설장,37.75505954,128.8907988,150,Y,Y,1977
주문진건어물시장,상설장,37.89114842,128.8287555,98,Y,Y,2008
주문진수산시장,상설장,37.89097097,128.8280009,52,Y,Y,1988
주문진종합시장,상설장,37.89143538,128.8269078,88,Y,Y,2006
주문진좌판풍물시장,상설장,37.89171625,128.8293151,145,Y,N,2021
거진전통시장,상설장+5일장,38.44783918,128.4539658,61,Y,Y,1965
동해남부재래시장,상설장,37.48761131,129.1035481,208,Y,Y,1995
묵호시장,상설장,37.55235235,129.1141946,125,Y,Y,1970
묵호항 자연산 수산물 판매시장,상설장,37.55205496,129.1162115,70,Y,N,2011
동쪽바다중앙시장,상설장,37.55104769,129.1085683,210,Y,Y,1940
북평민속시장,상설장+5일장,37.48246871,129.1260256,150,Y,Y,1930
도계전두시장,상설장,37.22913383,129.0428073,61,Y,Y,1951
도계중앙시장,상설장,37.23514806,129.0451104,30,Y,Y,1963
삼척번개시장,상설장,37.43090173,129.178574,20,Y,Y,1927
속초종합중앙시장,상설장,38.20452003,128.5901927,257,Y,Y,1990
속초관광수산시장(구 속초중앙전통시장),상설장,38.20540516,128.5893558,350,Y,Y,1960
양양전통시장,상설장+5일장,38.07506326,128.6232929,68,Y,Y,1986
서부아침시장,상설장,37.18331647,128.466754,44,Y,Y,1959
영월종합상가시장,상설장,37.18225358,128.4667334,99,Y,Y,1985
서부공설시장,상설장,37.18292558,128.4663073,41,Y,Y,1959
문막시장,상설장+5일장,37.30602942,127.8153678,90,Y,Y,1959
자유시장,상설장,37.35023035,127.9486266,438,Y,Y,1965
미로예술원주중앙시장(원주중앙시장),상설장,37.35000952,127.9491994,556,Y,Y,1965
중앙시민전통시장,상설장,37.35170226,127.9496495,78,Y,Y,1983
북원상가시장,상설장,37.38438529,127.9488422,22,Y,Y,1991
민속풍물시장,상설장+5일장,37.34898786,127.9541184,104,Y,Y,1989
기린전통시장,상설장+5일장,37.95397964,128.3168509,91,N,N,1956
원통시장,상설장+5일장,38.1225741,128.204617,55,Y,Y,1956
인제시장,상설장+5일장,38.06709944,128.1710768,92,Y,Y,1955
고한구공탄시장(고한시장),상설장+5일장,37.20132181,128.8540555,96,Y,Y,1967
정선사북시장,상설장,37.22735829,128.8162148,71,Y,Y,1965
임계사통팔달시장,상설장+5일장,37.49511059,128.852576,75,Y,Y,1965
신철원시장,상설장+5일장,38.14472692,127.3100254,70,Y,Y,1980
동송전통시장,상설장+5일장,38.2089011,127.2192783,120,Y,Y,1981
와수시장,상설장+5일장,38.23945913,127.4394932,60,Y,Y,1978
춘천번개시장,상설장,37.89183608,127.7263031,55,Y,Y,2014
춘천서부시장,상설장,37.88480147,127.7246493,125,Y,Y,1992
춘천풍물시장,상설장+5일장,37.86623705,127.7195843,143,Y,Y,2010
춘천동부시장,상설장,37.87723546,127.7341739,130,Y,Y,1988
제일종합시장,상설장,37.87748571,127.7260713,244,Y,Y,1985
춘천중앙시장,상설장,37.87848771,127.7257515,177,Y,Y,1960
춘천후평시장,상설장,37.88078864,127.7467911,67,Y,Y,2009
장성중앙시장,상설장,37.10068429,129.009713,55,Y,Y,1977
황지자유시장,상설장,37.17304422,129.0412281,145,Y,Y,1971
봉평전통시장(봉평시장),상설장+5일장,37.61558646,128.3772728,70,Y,Y,1957
진부전통시장,상설장+5일장,37.63821324,128.5579223,109,Y,Y,1958
평창올림픽시장(평창전통시장),상설장+5일장,37.3672356,128.3947764,54,Y,Y,1955
신월중앙시장,상설장,37.52796836,126.8419096,22,Y,Y,1978
조원동펭귄시장,상설장,37.48314523,126.9114212,65,N,N,1978
양곡오라니장터시장,상설장,37.65536924,126.6235242,70,Y,Y,2016
부천자유시장,상설장,37.48410744,126.7799517,261,Y,N,1947
원종종합시장,상설장,37.51971502,126.8055705,51,Y,Y,1987
단대전통시장,상설장,37.44434033,127.1583278,85,Y,Y,1993
안산패션타운전통시장,상설장,37.30497907,126.8446674,115,Y,Y,2001
육동시장,상설장,37.39058613,126.9302236,60,N,N,1980
문산자유시장,상설장+5일장,37.85673243,126.7839395,109,Y,Y,2005
하남수산물전통시장,상설장,37.54878774,127.1847843,186,N,Y,2000
상인영남화성상가,상설장,35.81651479,128.5425742,64,Y,Y,1993
월배시장,상설장,35.81407718,128.5273978,315,Y,Y,1985
팔달시장,상설장,35.88904235,128.5708569,55,N,N,1969
섬유제품관,상설장,35.90628079,128.6096663,699,Y,Y,2017
